,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,68.0,0.0042191474840230815,16117.0,4135.0,0.2565613948005212,D9_Presential-07-04-2022__08_08_57,7500.0,0.465347148973134,4414.0,0.27387230874232177
1,4.0,0.00017980760586172796,22246.0,4359.0,0.1959453384878181,D9_Presential-07-04-2022__09_11_48,14392.0,0.6469477658904972,3491.0,0.15692708801582306
2,1.0,5.690224194833277e-05,17574.0,6111.0,0.3477296005462615,D9_Presential-07-04-2022__10_05_56,7535.0,0.42875839308068736,3927.0,0.2234551041311028
3,5.0,0.00028129395218002813,17775.0,4151.0,0.2335302390998593,D9_Presential-07-04-2022__10_28_07,7682.0,0.4321800281293952,5937.0,0.3340084388185654
4,22.0,0.0011664280791050315,18861.0,3025.0,0.16038386087694184,D9_Presential-07-04-2022__11_24_10,10063.0,0.5335348072742696,5751.0,0.3049149037696835
5,2.0,9.103322712790169e-05,21970.0,3793.0,0.17264451524806554,D9_Presential-07-04-2022__11_47_21,13809.0,0.6285389167045972,4366.0,0.19872553482020933
6,1.0,6.0686976574827035e-05,16478.0,2517.0,0.15274912003883967,D9_Presential-07-04-2022__12_14_49,10312.0,0.6258041024396165,3648.0,0.22138609054496905
7,3.0,0.0001554565239921235,19298.0,4764.0,0.2468649600994922,D9_Presential-07-04-2022__12_39_43,10523.0,0.5452896673230386,4008.0,0.20768991605347706
8,40.0,0.0015696739002472235,25483.0,6818.0,0.2675509162971393,D9_Presential-07-04-2022__14_27_59,12473.0,0.4894635639445905,6152.0,0.241415845858023
9,20.0,0.0014010507880910686,14275.0,2009.0,0.14073555166374782,D9_Presential-07-04-2022__15_08_09,5627.0,0.3941856392294221,6619.0,0.46367775831873903
10,45.0,0.001954736979279788,23021.0,4914.0,0.21345727813735285,D9_Presential-07-04-2022__15_25_57,13242.0,0.5752139351027323,4820.0,0.20937404978063506
11,25.0,0.0012443382609128464,20091.0,4846.0,0.2412025284953461,D9_Presential-07-04-2022__16_17_40,10061.0,0.500771489721766,5159.0,0.256781643521975
12,14.0,0.0005600896143382942,24996.0,6642.0,0.2657225156024964,D9_Presential-07-04-2022__16_59_14,10715.0,0.4286685869739158,7625.0,0.3050488078092495
13,3.0,0.0005076142131979697,5910.0,802.0,0.13570219966159053,D9_Presential-07-04-2022__17_29_53,3282.0,0.5553299492385787,1823.0,0.3084602368866328
14,117.0,0.004378087112707678,26724.0,4198.0,0.15708726238587034,D9_Presential-14-04-2022__08_37_45,13611.0,0.5093174674449933,8798.0,0.32921718305642866
15,27.0,0.0019413287316652288,13908.0,1446.0,0.10396893874029337,D9_Presential-14-04-2022__09_11_08,7981.0,0.5738423928674145,4454.0,0.32024733966062696
16,6.0,0.0006192589534523686,9689.0,1630.0,0.16823201568789348,D9_Presential-14-04-2022__09_30_41,4957.0,0.5116111053772319,3096.0,0.3195376199814222
17,69.0,0.003341728012398295,20648.0,3561.0,0.17246222394420768,D9_Presential-14-04-2022__10_19_55,13038.0,0.6314413018209997,3980.0,0.1927547462223944
18,98.0,0.005352558850838385,18309.0,3086.0,0.16855098585395162,D9_Presential-14-04-2022__10_45_38,8794.0,0.4803102299415588,6331.0,0.3457862253536512
19,275.0,0.02300100368016059,11956.0,1648.0,0.13783874205419872,D9_Presential-14-04-2022__11_08_18,8351.0,0.6984777517564403,1682.0,0.1406825025092004
