,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage,Above Screen,Above Screen_Percentage
0,8847.0,296.0,0.033457669266417994,D15_Virtual-01-03-2022__14_21_07,5136.0,0.5805357748389285,3415.0,0.3860065558946536,,
1,14946.0,872.0,0.05834336946340157,D15_Virtual-01-03-2022__14_31_26,8562.0,0.5728623042954637,5495.0,0.3676568981667336,17.0,0.0011374280744011775
2,11620.0,755.0,0.06497418244406196,D15_Virtual-01-03-2022__14_59_44,6358.0,0.5471600688468158,4502.0,0.3874354561101549,5.0,0.0004302925989672978
3,11497.0,456.0,0.03966252065756285,D15_Virtual-01-03-2022__15_13_05,5540.0,0.4818648343046012,5501.0,0.4784726450378359,,
4,1661.0,141.0,0.08488862131246237,D15_Virtual-01-03-2022__16_05_03,899.0,0.5412402167369055,621.0,0.37387116195063214,,
5,8708.0,65.0,0.007464400551217272,D15_Virtual-03-05-2022__14_17_46,5787.0,0.6645613229214515,2777.0,0.3189021589343133,79.0,0.009072117593017915
6,6868.0,3.0,0.00043680838672102506,D15_Virtual-03-05-2022__14_35_40,5993.0,0.8725975538730344,827.0,0.12041351193942924,45.0,0.006552125800815376
7,7652.0,5.0,0.0006534239414532147,D15_Virtual-03-05-2022__14_49_34,6030.0,0.7880292733925771,1603.0,0.20948771562990068,14.0,0.0018295870360690017
8,16387.0,74.0,0.004515774699456887,D15_Virtual-03-05-2022__15_02_27,11022.0,0.6726063342893758,5210.0,0.31793494843473485,81.0,0.0049429425764325385
9,14490.0,58.0,0.004002760524499655,D15_Virtual-03-05-2022__15_53_15,7785.0,0.5372670807453416,6440.0,0.4444444444444444,207.0,0.014285714285714284
10,20829.0,405.0,0.01944404436122714,D15_Virtual-03-05-2022__16_11_30,10673.0,0.5124105814009314,9626.0,0.4621441259782035,125.0,0.0060012482596380045
11,8236.0,176.0,0.021369596891695,D15_Virtual-05-04-2022__14_07_46,5567.0,0.6759349198640117,2493.0,0.3026954832442933,,
12,9678.0,55.0,0.0056829923537921045,D15_Virtual-05-04-2022__14_31_57,5629.0,0.5816284356271957,3990.0,0.41227526348419097,4.0,0.00041330853482124413
13,7090.0,77.0,0.01086036671368124,D15_Virtual-05-04-2022__14_58_29,4123.0,0.5815232722143865,2871.0,0.4049365303244006,19.0,0.002679830747531735
14,11990.0,337.0,0.02810675562969141,D15_Virtual-05-04-2022__15_10_07,8343.0,0.6958298582151793,3299.0,0.27514595496246874,11.0,0.0009174311926605504
15,14435.0,543.0,0.03761690335988916,D15_Virtual-05-04-2022__15_25_30,8907.0,0.6170419120193973,4960.0,0.34360928299272603,25.0,0.0017319016279875306
16,14845.0,587.0,0.03954193331087908,D15_Virtual-05-04-2022__15_45_29,8595.0,0.5789828224991579,5620.0,0.3785786460087572,43.0,0.002896598181205793
17,6933.0,141.0,0.02033751622674167,D15_Virtual-05-04-2022__16_03_55,3357.0,0.48420597144093463,3427.0,0.49430261070243764,8.0,0.0011539016298860523
