,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,63.0,0.00956865127582017,6584.0,518.0,0.07867557715674361,D7_Virtual-04-02-2022__14_03_23,3975.0,0.6037363304981774,2028.0,0.3080194410692588
1,338.0,0.018550024696778442,18221.0,2121.0,0.11640414905877833,D7_Virtual-04-02-2022__14_29_42,8648.0,0.4746171999341419,7114.0,0.3904286263103013
2,69.0,0.010011607661056295,6892.0,,,D7_Virtual-04-03-2022__14_10_33,6227.0,0.9035113174695298,596.0,0.08647707486941382
3,50.0,0.004806767929244376,10402.0,1271.0,0.12218804076139204,D7_Virtual-04-03-2022__14_26_26,5580.0,0.5364353009036724,3501.0,0.3365698904056912
4,17.0,0.00145610278372591,11675.0,482.0,0.0412847965738758,D7_Virtual-04-03-2022__14_38_43,6823.0,0.5844111349036403,4353.0,0.372847965738758
5,5.0,0.0005075111652456353,9852.0,1024.0,0.10393828664230613,D7_Virtual-05-05-2022__14_31_21,3900.0,0.3958587088915956,4923.0,0.4996954933008526
6,10.0,0.0007000840100812098,14284.0,821.0,0.05747689722766733,D7_Virtual-05-05-2022__14_44_53,7396.0,0.5177821338560628,6057.0,0.4240408849061888
7,61.0,0.01713001965739961,3561.0,757.0,0.2125807357483853,D7_Virtual-07-04-2022__14_28_30,892.0,0.2504914349901713,1851.0,0.5197978096040438
8,154.0,0.02057723142704436,7484.0,439.0,0.05865847140566542,D7_Virtual-07-04-2022__14_37_47,3535.0,0.4723409941207911,3356.0,0.4484233030464992
9,159.0,0.008121775552944781,19577.0,1396.0,0.0713081677478674,D7_Virtual-12-05-2022__14_44_43,7271.0,0.3714052204117076,10751.0,0.5491648362874803
10,36.0,0.004819922345695542,7469.0,476.0,0.06373008434864105,D7_Virtual-14-04-2022__14_24_33,5232.0,0.7004953809077521,1725.0,0.2309546123979113
11,27.0,0.003596164091635589,7508.0,1203.0,0.16022908897176344,D7_Virtual-14-04-2022__14_36_01,4338.0,0.5777836973894512,1940.0,0.2583910495471497
12,70.0,0.0029550827423167852,23688.0,249.0,0.010511651469098278,D7_Virtual-18-03-2022__11_02_57,19978.0,0.8433806146572104,3391.0,0.14315265113137454
13,,,11229.0,1815.0,0.16163505209724818,D7_Virtual-18-03-2022__12_05_35,7176.0,0.6390595778787069,2238.0,0.1993053700240449
14,12.0,0.0019714144898965013,6087.0,999.0,0.1641202562838837,D7_Virtual-18-03-2022__13_04_12,2930.0,0.4813537046163956,2146.0,0.35255462460982423
15,156.0,0.011957688180285144,13046.0,1618.0,0.1240226889468036,D7_Virtual-19-05-2022__14_40_22,7618.0,0.5839337728039246,3654.0,0.2800858500689867
16,111.0,0.015758091993185692,7044.0,813.0,0.11541737649063033,D7_Virtual-21-04-2022__14_30_33,2704.0,0.3838727995457127,3416.0,0.4849517319704713
17,102.0,0.008957583208922456,11387.0,553.0,0.04856415210327567,D7_Virtual-21-04-2022__14_42_04,7001.0,0.6148239220163344,3731.0,0.3276543426714675
18,104.0,0.008453909933344172,12302.0,1509.0,0.12266298162900341,D7_Virtual-28-04-2022__14_30_36,3873.0,0.31482685742155747,6816.0,0.5540562510160949
